가맹점명,전화번호,주소,데이터기준일자
모든일이술술술,,제주특별자치도 제주시 중앙로 127,2024-05-20
동아코사마트,064-757-0066,제주특별자치도 제주시 중앙로 128,2024-05-20
종스브레드,064-757-0189,제주특별자치도 제주시 중앙로 128-1,2024-05-20
교촌치킨탑동점,064-723-9942,제주특별자치도 제주시 중앙로 13,2024-05-20
주식회사 바스코,064-752-5455,제주특별자치도 제주시 중앙로 13,2024-05-20
(주)뉴월드마트로탑동점,064-756-6900,제주특별자치도 제주시 중앙로 13,2024-05-20
한강수,064-725-7667,제주특별자치도 제주시 중앙로 131-2,2024-05-20
장어나라,064-722-3913,제주특별자치도 제주시 중앙로 133,2024-05-20
아리랑쇼핑센타,064-753-5921,제주특별자치도 제주시 중앙로 134,2024-05-20
닭짱삼도중앙점,064-757-8292,제주특별자치도 제주시 중앙로 134,2024-05-20
치맥집칼호텔점,064-722-3392,제주특별자치도 제주시 중앙로 135-1,2024-05-20
호수아귀찜,064-722-5310,제주특별자치도 제주시 중앙로 137-2,2024-05-20
분식쟁이,070-6462-4665,제주특별자치도 제주시 중앙로 140,2024-05-20
부가네얼큰이서사라점,,제주특별자치도 제주시 중앙로 140,2024-05-20
씨유(CU) 제주칼호텔점,,제주특별자치도 제주시 중앙로 143,2024-05-20
GS25제주칼호텔점,,제주특별자치도 제주시 중앙로 144,2024-05-20
도새기샤브마을2호점/주식회사드렁몰라도새,064-752-0060,제주특별자치도 제주시 중앙로 148,2024-05-20
밥방울,070-7576-3852,제주특별자치도 제주시 중앙로 163-1,2024-05-20
빽다방 제주보성시장점,,제주특별자치도 제주시 중앙로 179,2024-05-20
파스타입니다 시청점,,제주특별자치도 제주시 중앙로 180-1,2024-05-20
브루잉골드,,제주특별자치도 제주시 중앙로 181-1,2024-05-20
맹이네,064-722-3437,제주특별자치도 제주시 중앙로 189,2024-05-20
이디올래/동네음악협동조합,064-702-7023,제주특별자치도 제주시 중앙로 192,2024-05-20
해성해장국,064-721-8812,제주특별자치도 제주시 중앙로 195-5,2024-05-20
삼도제과,064-755-6162,제주특별자치도 제주시 중앙로 196,2024-05-20
신짱,064-755-3666,제주특별자치도 제주시 중앙로 197,2024-05-20
GS25제주보성점,,제주특별자치도 제주시 중앙로 198,2024-05-20
비에이치씨탑동점,064-755-0280,제주특별자치도 제주시 중앙로 20,2024-05-20
구디스주스바,,제주특별자치도 제주시 중앙로 20,2024-05-20
사체스 필리핀 마트,064-757-2279,제주특별자치도 제주시 중앙로 201,2024-05-20
윈디커피,,제주특별자치도 제주시 중앙로 201,2024-05-20
배통치킨제주시청점,,제주특별자치도 제주시 중앙로 201,2024-05-20
마라청춘,,제주특별자치도 제주시 중앙로 201,2024-05-20
허가네김치찜,,제주특별자치도 제주시 중앙로 202,2024-05-20
광양마트,064-727-0227,제주특별자치도 제주시 중앙로 203,2024-05-20
광양종합물류센타,064-725-0200,제주특별자치도 제주시 중앙로 204,2024-05-20
럭키컴퍼니,064-723-0852,제주특별자치도 제주시 중앙로 205,2024-05-20
호봉토스트시청점,064-727-5050,제주특별자치도 제주시 중앙로 205,2024-05-20
에나벨리,,제주특별자치도 제주시 중앙로 205,2024-05-20
에나벨리,,제주특별자치도 제주시 중앙로 205,2024-05-20
GS25제주탑동점,,제주특별자치도 제주시 중앙로 21,2024-05-20
목포세발낙지,064-752-2085,제주특별자치도 제주시 중앙로 21-1,2024-05-20
석봉토스트제주시청점,064-753-7789,제주특별자치도 제주시 중앙로 212,2024-05-20
해바라기분식,064-753-2554,제주특별자치도 제주시 중앙로 214,2024-05-20
뮤지엄엔,,제주특별자치도 제주시 중앙로 214,2024-05-20
던킨제주시청점,064-702-7600,제주특별자치도 제주시 중앙로 216,2024-05-20
농협은행(주)남문지점,064-756-0731,제주특별자치도 제주시 중앙로 217,2024-05-20
엘오유엔쥐이,,제주특별자치도 제주시 중앙로 22,2024-05-20
미스터피자제주중앙점,064-724-8077,제주특별자치도 제주시 중앙로 222,2024-05-20
미스터피자제주중앙점,064-724-8077,제주특별자치도 제주시 중앙로 222,2024-05-20
앤티앤스프레즐 제주시청점,,제주특별자치도 제주시 중앙로 222,2024-05-20
주식회사현겸,064-723-1212,제주특별자치도 제주시 중앙로 226,2024-05-20
돈짬제주시청점,064-725-1200,제주특별자치도 제주시 중앙로 226,2024-05-20
요강깨는장어,064-722-7942,제주특별자치도 제주시 중앙로 23,2024-05-20
기회횟집,064-757-5454,제주특별자치도 제주시 중앙로 23,2024-05-20
두끼제주시청점,064-723-2771,제주특별자치도 제주시 중앙로 230,2024-05-20
파리바게뜨제주시청점,064-755-8205,제주특별자치도 제주시 중앙로 230,2024-05-20
주식회사 제주피슈마라홍탕,064-755-8288,제주특별자치도 제주시 중앙로 230,2024-05-20
루스트플레이스시청점,064-757-9004,제주특별자치도 제주시 중앙로 230-1,2024-05-20
저팔계마라탕,064-725-8856,제주특별자치도 제주시 중앙로 232,2024-05-20
이자와제주시청점,,제주특별자치도 제주시 중앙로 235,2024-05-20
도어스,064-758-6316,제주특별자치도 제주시 중앙로 237,2024-05-20
새우동,,제주특별자치도 제주시 중앙로 237,2024-05-20
씨유제주점,064-721-1886,제주특별자치도 제주시 중앙로 238,2024-05-20
국수집마씨,,제주특별자치도 제주시 중앙로 238,2024-05-20
베리굿,064-759-2292,제주특별자치도 제주시 중앙로 240,2024-05-20
달콤왕가탕후루시청점,,제주특별자치도 제주시 중앙로 240,2024-05-20
홍대개미 제주시청점,064-752-5004,제주특별자치도 제주시 중앙로 243,2024-05-20
탕화쿵푸마라탕,,제주특별자치도 제주시 중앙로 243,2024-05-20
버킹업시청1호점,,제주특별자치도 제주시 중앙로 244,2024-05-20
세븐일레븐 제주고산로점,,제주특별자치도 제주시 중앙로 247,2024-05-20
(주)코리아세븐제주고산로점,,제주특별자치도 제주시 중앙로 247,2024-05-20
제주시농업협동조합광양지점,064-758-6371,제주특별자치도 제주시 중앙로 248,2024-05-20
남양통,064-752-2402,제주특별자치도 제주시 중앙로 25,2024-05-20
써브웨이제주시청점,064-759-7739,제주특별자치도 제주시 중앙로 252,2024-05-20
별미집구제주점,064-751-2133,제주특별자치도 제주시 중앙로 253,2024-05-20
EATMYPIZZA,064-757-1324,제주특별자치도 제주시 중앙로 253,2024-05-20
매거진,,제주특별자치도 제주시 중앙로 253,2024-05-20
극락갈비찜제주1호점,,제주특별자치도 제주시 중앙로 254,2024-05-20
시청시장통닭,,제주특별자치도 제주시 중앙로 254,2024-05-20
(주)다담고,,제주특별자치도 제주시 중앙로 254-1,2024-05-20
일품순두부시청점,,제주특별자치도 제주시 중앙로 260,2024-05-20
GS25이도프라임점,,제주특별자치도 제주시 중앙로 262,2024-05-20
청향,,제주특별자치도 제주시 중앙로 265,2024-05-20
애월연어 시청점,064-803-9771,제주특별자치도 제주시 중앙로 266,2024-05-20
백년손님,064-727-9282,제주특별자치도 제주시 중앙로 270-1,2024-05-20
(주)코리아세븐제주이도아람점,,제주특별자치도 제주시 중앙로 270-4,2024-05-20
뚜레쥬르 제주이도이동점,064-752-2486,제주특별자치도 제주시 중앙로 273,2024-05-20
한끼정식뷔페,064-757-2405,제주특별자치도 제주시 중앙로 27-41,2024-05-20
올레 제주 축산,070-8840-2560,제주특별자치도 제주시 중앙로 27-41,2024-05-20
별미맛동태,,제주특별자치도 제주시 중앙로 275-1,2024-05-20
본디국수,064-755-1199,제주특별자치도 제주시 중앙로 276,2024-05-20
맥도날드제주시청DT점,064-722-8691,제주특별자치도 제주시 중앙로 277,2024-05-20
맥도날드 제주시청디티점,070-7017-1445,제주특별자치도 제주시 중앙로 277,2024-05-20
한국맥도날드(유) 제주시청점,070-7017-2445,제주특별자치도 제주시 중앙로 277,2024-05-20
한국맥도날드 (유) 제주시청점,070-7017-2445,제주특별자치도 제주시 중앙로 277,2024-05-20
김밥천국시청본점,064-753-2426,제주특별자치도 제주시 중앙로 278,2024-05-20
세븐일레븐제주8호광장점,,제주특별자치도 제주시 중앙로 279,2024-05-20
탑동수산시장/주식회사 파란나라,,제주특별자치도 제주시 중앙로 28,2024-05-20
명원가떡집,064-726-2285,제주특별자치도 제주시 중앙로 280,2024-05-20
한남동그집제주이도점,064-721-5533,제주특별자치도 제주시 중앙로 281,2024-05-20
웃뜨르식당,064-753-3205,제주특별자치도 제주시 중앙로 281,2024-05-20
땡초김밥싱싱왕만두이도점,064-753-9091,제주특별자치도 제주시 중앙로 298,2024-05-20
중식당제주법원점,,제주특별자치도 제주시 중앙로 299,2024-05-20
할리스이도점,,제주특별자치도 제주시 중앙로 302,2024-05-20
세븐일레븐제주라마다시티점,,제주특별자치도 제주시 중앙로 304,2024-05-20
씨유(CU)제주법원점,,제주특별자치도 제주시 중앙로 319,2024-05-20
가야베이커리,064-757-3586,제주특별자치도 제주시 중앙로 320,2024-05-20
프레드피자 제주점,064-759-7599,제주특별자치도 제주시 중앙로 320,2024-05-20
본죽제주법원점,064-758-6288,제주특별자치도 제주시 중앙로 320-1,2024-05-20
고죽면 제주법원점,064-757-8998,제주특별자치도 제주시 중앙로 320-2,2024-05-20
대단한탕후루 제주이도점,,제주특별자치도 제주시 중앙로 320-2,2024-05-20
렛츠오,,제주특별자치도 제주시 중앙로 320-2,2024-05-20
뉴욕버거제주법원점,064-721-6667,제주특별자치도 제주시 중앙로 323,2024-05-20
한솥도시락 제주법원점,064-900-7690,제주특별자치도 제주시 중앙로 323,2024-05-20
북촌손만두 제주법원점,064-722-8815,제주특별자치도 제주시 중앙로 326,2024-05-20
블루샥 제주법원점,064-725-3355,제주특별자치도 제주시 중앙로 326,2024-05-20
크라상점 제주법원점,,제주특별자치도 제주시 중앙로 326-1,2024-05-20
빽보이피자제주이도점,,제주특별자치도 제주시 중앙로 327,2024-05-20
(주)뉴월드이도센트럴점,064-726-5601,제주특별자치도 제주시 중앙로 346,2024-05-20
채선당샤브보트제주센트럴점,064-727-9156,제주특별자치도 제주시 중앙로 346,2024-05-20
김밥천국 이도점,064-727-1009,제주특별자치도 제주시 중앙로 348,2024-05-20
츄러스1500제주이도점,,제주특별자치도 제주시 중앙로 354,2024-05-20
파란와사비,064-722-2504,제주특별자치도 제주시 중앙로 360,2024-05-20
광평도새기촌본점,064-752-3308,제주특별자치도 제주시 중앙로 360,2024-05-20
마케집제주,064-756-5677,제주특별자치도 제주시 중앙로 363,2024-05-20
지에스25 이도중앙로점,,제주특별자치도 제주시 중앙로 376,2024-05-20
바르다김선생이도점,064-702-0023,제주특별자치도 제주시 중앙로 377,2024-05-20
탐나제과,070-8900-4663,제주특별자치도 제주시 중앙로 377,2024-05-20
잇츠마라탕,,제주특별자치도 제주시 중앙로 380,2024-05-20
달빛에구운고등어제주점,064-755-7711,제주특별자치도 제주시 중앙로 381,2024-05-20
반올림피자샵 이도도남점,064-752-3332,제주특별자치도 제주시 중앙로 384,2024-05-20
은화수식당이도점,,제주특별자치도 제주시 중앙로 384,2024-05-20
풍전식당,064-752-3453,제주특별자치도 제주시 중앙로 39,2024-05-20
풍전,064-752-3453,제주특별자치도 제주시 중앙로 39,2024-05-20
마초그릴,,제주특별자치도 제주시 중앙로 39,2024-05-20
끌돈,064-702-5252,제주특별자치도 제주시 중앙로 396-1,2024-05-20
제주축협아라지점,064-726-5365,제주특별자치도 제주시 중앙로 415,2024-05-20
제주축협아라지소,064-726-7021,제주특별자치도 제주시 중앙로 415,2024-05-20
축협하나로베이커리,064-759-4136,제주특별자치도 제주시 중앙로 415,2024-05-20
제주삼춘오마카세,,제주특별자치도 제주시 중앙로 42,2024-05-20
한나네부엌,,제주특별자치도 제주시 중앙로 426,2024-05-20
영산강가마솥,064-724-2889,제주특별자치도 제주시 중앙로 437,2024-05-20
신신,064-751-0605,제주특별자치도 제주시 중앙로 44-2,2024-05-20
달세뇨,,제주특별자치도 제주시 중앙로 451,2024-05-20
만궁,064-724-7852,제주특별자치도 제주시 중앙로 451-3,2024-05-20
아라돈사촌,064-725-0882,제주특별자치도 제주시 중앙로 461,2024-05-20
오라찐빵,064-723-5570,제주특별자치도 제주시 중앙로 465,2024-05-20
이레밥상,064-752-3357,제주특별자치도 제주시 중앙로 46-5,2024-05-20
북교해바라기,064-752-1229,제주특별자치도 제주시 중앙로 46-8,2024-05-20
송광회센타,064-756-7600,제주특별자치도 제주시 중앙로 46-8,2024-05-20
푸른감람나무,064-729-9150,제주특별자치도 제주시 중앙로 470,2024-05-20
아라평화,064-724-1344,제주특별자치도 제주시 중앙로 486,2024-05-20
아라슈퍼,,제주특별자치도 제주시 중앙로 486,2024-05-20
조마루뼈다귀아라지구점,064-721-6616,제주특별자치도 제주시 중앙로 490,2024-05-20
노랑통닭 아라점,064-759-5592,제주특별자치도 제주시 중앙로 490,2024-05-20
며느리밥상,,제주특별자치도 제주시 중앙로 495,2024-05-20
홍익돈까스제주점,064-702-9275,제주특별자치도 제주시 중앙로 501,2024-05-20
BANDAR,,제주특별자치도 제주시 중앙로 50-1,2024-05-20
추사밥상월정,064-723-1126,제주특별자치도 제주시 중앙로 502,2024-05-20
배떡아라점,064-702-7799,제주특별자치도 제주시 중앙로 504,2024-05-20
던킨도너츠아라점,064-751-0822,제주특별자치도 제주시 중앙로 504,2024-05-20
24시얼큰시원생고기김치찌개아라점,064-756-1469,제주특별자치도 제주시 중앙로 521,2024-05-20
방과후카페,,제주특별자치도 제주시 중앙로 523,2024-05-20
다가미아라점,064-758-5812,제주특별자치도 제주시 중앙로 530,2024-05-20
씨유(CU)제주아라초교점,,제주특별자치도 제주시 중앙로 530,2024-05-20
초록마을제주아라점,064-724-6248,제주특별자치도 제주시 중앙로 531,2024-05-20
방일해장국아라점,064-725-0811,제주특별자치도 제주시 중앙로 532,2024-05-20
